brewery_id,brewery_pure_average,rating_count,brewery_name,beer_count,age_on_service
417280,2.98019801980198,202,True House,9,1.5252922998715754
73467,2.9749163879598663,598,Zhigulevskoe Pivo (Жигулевское Пиво),12,6.966285851883562
285420,2.9594972067039107,716,Crazy Brew,19,3.960600719713185
348857,2.924016282225238,737,Cider House (ТД Фонте),32,3.0224044172731164
344475,2.9047619047619047,252,Дагомысская крафтовая пивоварня,19,3.094949299015411
88050,2.8912133891213387,239,Мастер-Продукт-Алтай (Master-Product-Altay),26,6.700812018407534
199077,2.884210526315789,190,Gellert & Wild Goat,21,5.211179299550514
393191,2.8619047619047615,210,Rainbow Fish Brewery,28,2.139007484749572
81986,2.851926977687627,986,Craft Brew Riots,59,6.7975572559931505
69006,2.8405172413793105,232,Пивоварня Кожевниково (Kozhevnikovo Brewery),52,7.056899480950342
420575,2.8176902278872147,2589,ТАРКОС (TARKOS),37,1.3909293396832192
7165,2.762551503128339,6553,Moscow Brewing Company (Московская Пивоваренная Компания),82,8.955167754708905
10498,2.7137305699481877,1544,Afanasy (Афанасий),84,9.27049042166096
271718,2.7086092715231787,151,Пивоварня Vaer,20,4.13491645708476
136488,2.689419795221843,293,ПЗ Канцлеръ,59,6.074272260273973
356645,2.6765249537892792,3246,Gorkovskaya Brewery (Горьковская пивоварня),20,2.900506675406678
126815,2.6556603773584904,212,Хадыженский Пивзавод,6,6.189675861515411
44177,2.571205007824726,1278,Tomskoe Pivo (Томское Пиво),38,7.681763029751712
310200,2.5680933852140075,257,ЛЭП (Лаборатория Экспериментального Пивоварения),20,3.620683393086473
26951,2.563436563436563,1001,Buket Chuvashii (Букет Чувашии),37,8.292251043450342
30700,2.534920634920634,1260,Vyatich (Вятич),74,8.144275738441781
245758,2.5320197044334978,406,Объединенные Пензенские Водочные Заводы,13,4.515999237478596
277886,2.4487179487179485,390,Demidov Brewery (Демидовские пивоварни),18,4.057782400470891
70612,2.433052792654935,1307,Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),43,7.021409460616439
108032,2.4010416666666665,192,Glazovskiy Pivovarennyi Zavod (Глазовский Пивоваренный Завод),4,6.422161948844178
5585,2.3924455825864275,1562,Ochakovo (Очаково),87,9.170924523758561
32554,2.390625,448,Hmeleff (Хмелефф),17,8.065277183219179
109110,2.389312977099236,917,Varnitsa (Варница),59,6.409035878638699
59072,2.3860911270983207,834,Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),42,7.289150791952054
999,2.38023829087921,9736,Baltika Breweries (Балтика),200,9.759337542808218
78690,2.3783231083844574,1956,Heineken Brewery (Объединенные Пивоварни Хейнекен),90,6.867907882063356
100720,2.3690248565965577,1046,ПБК Крым (Krym),31,6.522648223458904
66008,2.343220338983051,236,Deka (Дека),83,7.124676931720891
41755,2.342391304347826,184,Bryanskpivo (Брянскпиво),45,7.755338318707191
64853,2.338636363636364,440,Lakinsky Pivzavod (Лакинский Пивзавод),60,7.1476134417808215
119648,2.3344594594594597,296,Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),24,6.274767899186644
140805,2.3164983164983166,297,Pivovarenny Zavod Maykopsky (Пивоваренный Завод Майкопский),21,6.021728515625
198718,2.3092105263157894,152,Форштадтская Пивоварня,49,5.2158571008133565
91140,2.2944983818770224,309,Lipetskpivo (Липецкпиво),23,6.651868177440068
33116,2.293999635236184,5483,AB InBev Efes,158,8.043187473244863
47735,2.2839116719242902,317,Barnaulsky Pivovarenny Zavod (Барнаульский Пивоваренный Завод),51,7.586013083261986
403814,2.27783558792924,961,Белый Кремль (Bely Kreml),20,1.8902741732662671
61582,2.222727272727273,880,Krop-Pivo (Кроп-Пиво),38,7.229926958476027
37085,2.2161933022467144,2359,Zavod Trehsosensky (Завод Трехсосенский),76,7.901014019691781
28050,2.103448275862069,203,Bulgarpivo (Булгарпиво),30,8.248176637414383
222958,2.1022727272727275,264,Danilovskaya Pivovarnya (Даниловская Пивоварня),36,4.731853328339041
55892,1.9950495049504953,202,Tagilskoe Pivo (Тагильское Пиво),24,7.369402156464041
