НАЗВАНИЕ,ГОРОД,РЕЙТИНГ,ИЗМЕНЕНИЕ,ЧЕКИНОВ
Rewort Brewery,Сергиев Посад,4.75,–,1
BrewT!,Сергиев Посад,4.5,–,2
Ostrovica,Сергиев Посад,4.33,–,3
Red Button Brewery,Сергиев Посад,4.25,–,1
Jaws Brewery,Сергиев Посад,4.19,–,4
Plan B Brewery,Сергиев Посад,4.0,–,2
Brew Fiction,Сергиев Посад,4.0,–,1
Appleton Ciders,Сергиев Посад,4.0,–,3
New Riga's Brewery,Сергиев Посад,4.0,–,1
