"Data Source","World Development Indicators",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Cambodia","KHM","GDP (current US$)","NY.GDP.MKTP.CD","637142865.714286","642857134.285714","660000008.571429","728571437.142857","782857128.571429","868571428.571429","914285714.285714","962857134.285714","1065714248.57143","978873232.394366","718401157.724163","969911421.394181","505549441.375077","702899155.982033","588443893.689773","","","","","","","","","","","","","","","","","","","2533727592.04165","2791435272.26653","3441205692.9166","3506695719.57259","3443413388.6909","3120425502.58253","3517242477.2285","3677897739.07628","3984000517.02345","4284028482.53766","4658246918.27092","5337833248.03924","6293046161.83262","7274595706.67154","8639235842.18075","10351914093.1723","10401851850.6108","11242275198.9783","12829541141.0127","14054443213.4639","15227991395.2201","16702610842.4025","18049954289.4229","20016747754.0192","22177200511.5811","24571753583.4922","27089389786.9684","",
"Kiribati","KIR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","14295279.5446937","15278632.4786325","18936526.9461078","31710657.7257811","85637174.3722131","55081816.9917528","41109617.4996945","38748059.4366822","45210026.3248255","42620165.4370668","38715554.5433842","41369800.0459664","40572066.1324678","37837837.8378378","41246160.596753","32125148.4042182","32085561.4973262","33608738.2719507","42972107.1958747","41119721.651115","39809538.6776989","47515189.2818196","47737955.346651","46919624.6430029","54832577.8622606","56338028.1690141","66515376.7900462","67537479.5903221","65334841.0604347","69032258.0645161","67254174.3970315","63101272.3699183","72196457.6768445","90231856.8000519","102367039.270481","112133944.253532","110234939.759036","132671742.950381","141042610.300285","132420059.273124","156120895.248578","181705002.578649","190243321.598675","185113921.606488","179703443.302686","171117872.436331","178328873.030033","187276210.91355","196737895.995218","194647201.946472","",
"St. Kitts and Nevis","KNA","GDP (current US$)","NY.GDP.MKTP.CD","12366563.6119699","12483229.3064224","12541562.1536487","12833226.3897801","13416554.8620428","13593932.3220537","14469078.1796966","16742338.2519864","14600000","15850000","16300000","19624746.4503043","22944849.1155047","24196018.3767228","31514856.3078422","33364055.2995392","30095602.2944551","44496737.7777778","49433941.4814815","58840662.5925926","68459214.0740741","80890204.8148148","86021798.5185185","86875571.4814815","98603924.8148148","111008962.222222","130684579.62963","147748773.333333","172692174.444444","192517321.851852","217258907.777778","220539518.518519","242135407.407407","263754666.666667","295157666.666667","313483370.37037","333946111.111111","374640306.97364","383257146.034924","406597041.48593","433520483.446409","475443702.962222","497328958.588218","486344344.344344","529250444.444444","577730925.925926","644414814.814815","689285185.185185","751229629.62963","747859259.259259","760177777.777778","817762962.962963","800422222.222222","839770370.37037","916574074.074074","923155555.555555","971162962.962963","996937037.037037","1010814814.81481","1050992592.59259","",
"Korea, Rep.","KOR","GDP (current US$)","NY.GDP.MKTP.CD","3958190758.62419","2417558289.36656","2814318516.60968","3988784572.24835","3458939357.73377","3120833333.33333","3928908380.62947","4855907141.80098","6119284294.23459","7678581343.69794","9005023183.92581","9903499927.98502","10862327878.032","13876531432.0145","19544094741.2663","21784297520.6612","29902479338.843","38446487603.3058","51972107438.0165","66946900826.4463","65398646757.6511","72933350953.7025","78358866334.7376","87760360941.0248","97510235986.0046","101296177099.377","116836802995.065","147948259722.577","199590823957.237","246927292765.02","283367525714.932","330648530715.211","355525267405.367","392666101884.959","463617399962.661","566583427334.137","610169556840.077","569754543829.957","383330931042.356","497512659612.052","576178114168.494","547658231279.87","627246081417.004","702717332012.991","793175007858.066","934901071332.984","1053216909887.56","1172614086539.86","1047339010225.25","943941876218.744","1144066965324.49","1253223044718.99","1278427634342.59","1370795199976.18","1484318219633.63","1465773245547.15","1500111596236.37","1623901496835.79","1720578827805.54","1642383217167.26","",
"Kuwait","KWT","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","2097451694.2033","2391486978.43741","2441893027.16326","2663119574.34892","2769532343.88127","2873984878.18538","3880370401.57259","4451200972.9401","5408293998.65138","13004774556.6166","12024138275.8621","13131668946.6484","14135729588.2763","15500908760.4507","24746019536.903","28638550499.4451","25056672166.4275","21577977770.059","20869434305.3173","21697297872.3404","21442619680.8511","17903681693.0489","22365734481.5213","20692472759.8566","24312117767.1886","18427777777.7778","11008793176.2223","19858555214.7239","23941391390.7285","24848483838.3838","27191353887.3995","31493319973.2799","30355093966.3699","25939960629.9213","30123850197.1091","37712842242.5033","34887512226.9319","38137545245.1464","47876510067.1141","59439090600.6108","80798630136.9863","101548931771.192","114639690358.902","147395089285.714","105963168867.269","115419399860.433","154068115942.029","174070382279.386","174161142454.161","162631412508.784","114567298105.683","109419728566.7","120707220573.689","140645364238.411","134761198945.982","",
"Latin America & Caribbean (excluding high income)","LAC","GDP (current US$)","NY.GDP.MKTP.CD","73153738156.6434","76526614142.0284","87603713900.5372","88014649999.9322","98268086143.9224","105189609504.259","115239096361.558","118361322250.874","127916461488.582","142675261346.067","155226365181.832","172347605941.306","194969494240.987","254734667786.372","339408326160.051","364906236112.814","404287305731.24","441289975573.745","500564125249.609","592908483785.526","709844972592.231","819350699770.333","767568369444.804","677029009556.018","682618305925.804","705531082576.392","709054945006.129","744601713477.803","842387306516.665","920339470909.541","1083345539027.43","1344223892180.51","1251770245377.02","1448544701716.53","1658550212158.06","1755437480663.58","1902844447810.41","2085143078585.54","2099574001534.68","1877278363843.75","2082603151884.81","2033468830587.92","1809122295475.21","1841571035573.04","2118757594428.29","2575421861180.52","3023226791857.51","3586011331189.62","4198477048356.38","3933619244497.24","4905141248773.08","5585656091712.78","5622186709733.1","5748179330799.9","5883202489743.05","4998227561602.27","4858334202372.37","5416130983383.76","5219475893094.71","5136327518155.87","",
"Lao PDR","LAO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","1757142805.71429","2366666615.55556","1776842041.05263","1087273103.69639","598961269.297879","714046821.093797","865559856.1639","1028087972.31085","1127806944.61513","1327748654.65969","1543606345.11684","1763536304.53964","1873671550.34636","1747011857.33107","1280177838.71905","1454430642.49183","1731198022.45494","1768619058.34647","1758176653.07746","2023324407.30316","2366398119.8821","2735558726.25625","3452882514.00166","4222962987.53859","5443915120.50795","5832915387.08908","7127792629.58294","8749241114.18913","10191350119.6808","11942230508.334","13268458231.9284","14390442307.3996","15805692545.8723","16853087485.4118","17953786416.1431","18173839128.2699","",
"Lebanon","LBN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3313540067.93246","2717998687.71002","2838485353.96187","4690415092.53663","5843579160.90122","7941744492.1211","9599127049.9375","11718795528.4939","13690217333.2697","15751867489.4446","17247179005.5219","17391056369.2265","17260364842.4544","17649751243.7811","19152238805.9701","20082918739.6352","21159827992.0398","21497336498.9718","22022709851.5423","24827355014.66","29118916105.6053","35399582928.6235","38443907042.3217","39927125961.194","44035991745.6716","46909335135.1244","48134486624.6103","49939374832.7031","51205122503.8143","53140638269.1211","54961275741.5589","53367042272.1725","",
"Liberia","LBR","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","874000000","906000000","927000000","748000000","897000000","949000000","1119000000","1373000000","1726000000","1768000000","1998000000","2398000000","2721000000","3067000000","3144000000","3177000000","3277826000","3285455000","3264000000","3070518100","",
"Libya","LBY","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28901836158.1921","31995012468.8279","33881392045.4545","30657030223.3903","28607921928.8175","25544128198.9955","27884615384.6154","30698633109.1343","27249786142.0017","35976714100.9056","38270206950.41","34110064452.1567","20481889763.7795","26265625000","33122307692.3077","47334148578.4164","54961936662.6066","67516236337.7158","87140405361.2292","63028320702.0343","74773444900.5368","34699395523.6073","81873662518.8238","65502870173.7831","41142722414.3351","27842131479.8726","26197143268.1243","37883243650.452","52607888717.9487","52076250947.5792","",
"St. Lucia","LCA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","170370370.37037","194444444.444444","183333333.333333","197037037.037037","251481481.481481","284444444.444444","340000000","375555555.555556","429629629.62963","486666666.666667","579629629.62963","613703703.703704","674074074.074074","684814814.814815","713703703.703704","762962962.962963","788888888.888889","805925925.925926","877407407.407407","921851851.851852","932592592.592592","892592592.592592","900000000","987407407.407407","1066666666.66667","1135555555.55556","1268319185.18519","1336088814.81481","1437731111.11111","1401507888.88889","1486758037.03704","1576988407.40741","1605146777.77778","1664816740.74074","1755130814.81481","1808079888.88889","1865375222.22222","1999090407.40741","2065875074.07407","2122450629.62963","",
"Latin America & Caribbean","LCN","GDP (current US$)","NY.GDP.MKTP.CD","81652434337.4021","86451332969.1622","98888515839.3935","99800594009.4487","111216192098.366","118564680313.373","130041728891.506","133467888100.557","143752132636.076","160981410218.641","175256762874.166","195822640276.078","219973259921.125","288107198684.313","374430596919.464","392087073172.393","435586655849.382","478745096242.303","543524303563.147","647987923272.812","780564715736.371","900099627876.08","839705904280.334","740185005693.559","747419091499.716","769890901518.693","775531817898.21","818705375985.061","923101993321.184","1007694004967.4","1179437621738.85","1450733582931.12","1371250323012.92","1576879367128.44","1802146174666.01","1921660892738.74","2079424444810.26","2279660020401.38","2300331017863.28","2075464726178.93","2289336070722.22","2239859024045.3","2009818821334.01","2053348063541.68","2366443152413.22","2861530721087.12","3353310966446.29","3949993512887.81","4590314143267.97","4313422191680.44","5348215099512.51","6081032499511.41","6143728571910.9","6294812403097.39","6417117884851.69","5520203132554.66","5390740209889.85","5985647360814.57","5816094715343.34","5719252824663.02","",
"Least developed countries: UN classification","LDC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","116293140664.896","117798501285.893","117329848172.434","110476105362.664","109606769952.431","121424911115.418","131659292620.884","147543358599.492","153004350134.063","156409800376.256","164420803437.478","165168568521.839","150227636548.203","149152354948.433","138425128104.193","157941665355.837","174065651199.394","183569635426.38","187919746240.906","191078550587.917","215731036356.978","206138843504.137","223899466355.628","254074195392.729","291137429244.688","341320981214.98","398927972777.276","478177432347.067","592415992781.952","596222650618.022","680391283139.843","773831032863.233","820295956440.197","895292008579.188","967971704374.66","954665136321.583","943028286096.187","1027031212048.55","1066997465485.29","1105397168763.63","",
"Low income","LIC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","25998766981.9185","28963348628.1174","31617255070.4033","37749478166.0269","47001731558.3005","55469781775.2182","58909133095.553","68409091551.3851","76837536902.738","83287350252.4489","88483800046.6324","91279061283.5971","94152288669.3198","91278598683.3073","88689503408.8184","92872035444.9667","99356839684.263","106717046210.196","105200272538.142","103703709989.278","109249954121.484","109979397737.123","96392040778.3474","96685314333.0588","83343858955.7419","93893168062.2606","99198793946.393","105912851042.45","107093744758.609","106999831949.822","130127815325.644","121820352364.78","131160409847.242","144031457407.065","167584144014.342","195975160142.055","230347128589.57","282119507700.689","341791213249.414","351484929707.371","390052983240.496","421622870682.161","442152712908.212","485102886087.962","519928792724.948","519124716837.818","479250262076.183","494892781230.879","509033861008.984","521273843020.466","",
"Liechtenstein","LIE","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","90098330.6654471","104888628.171944","124941925.010473","165930611.729019","193983720.461869","246387479.177159","272493879.020643","303496276.263782","436918176.733781","503180669.994587","534701915.617354","511658690.561043","522090331.478107","524034109.856605","502617355.407073","529078995.563876","779365167.602424","1052843347.63948","1161757671.01756","1120000916.92646","1421466239.56234","1484152022.3152","1631197909.259","1673104493.77369","1948118227.68151","2428461395.34884","2504033252.42718","2298410390.68421","2479721340.8746","2664026095.06058","2483953102.79488","2491822706.80256","2688630822.53304","3070691319.52179","3454362685.96703","3659251525.8593","4000239272.61126","4601299566.81106","5081432924.0144","4504549214.22663","5082366478.08994","5739977477.47748","5456009384.66461","6391735893.83968","6657170923.37918","6268391521.19701","6237264055.20601","6552858738.70214","","","",
"Sri Lanka","LKA","GDP (current US$)","NY.GDP.MKTP.CD","1409873949.57983","1444327731.09244","1434156378.60082","1240672268.90756","1309747899.15966","1698319327.73109","1751470588.23529","1859465020.57613","1801344537.81513","1965546218.48739","2296470588.23529","2369308600.33727","2553936348.40871","2875625000","3574586466.16541","3791298145.50642","3591319857.31272","4104509582.86359","2733183856.50224","3364611432.24149","4024621899.57653","4415844155.84416","4768765016.81884","5167913302.16745","6043474842.76729","5978460972.01767","6405210563.88294","6682167119.56522","6978371581.26375","6987267683.77254","8032551173.24014","9000362581.58086","9703011635.86585","10338679635.7616","11717604208.8223","13029697560.9756","13897738375.2488","15091913883.7091","15794972847.1683","15656327859.5696","16330814179.9766","15749753804.8344","16536535647.0834","18881765437.2151","20662525941.2986","24405791044.7761","28279814924.5918","32350248410.8216","40713812309.7316","42066217871.5349","56725749221.9043","65292753005.4664","68434409315.1123","74317806538.3632","79356449840.5771","80604080688.5775","82401038709.5356","87428125557.573","88425889592.1519","84008783756.068","",
"Lower middle income","LMC","GDP (current US$)","NY.GDP.MKTP.CD","88588119458.51","94332746883.8714","96645631677.4638","107937473751.069","121806764550.872","131174202424.002","119197332066.056","127020268269.44","135035748837.743","149527344002.195","165773566094.271","172417364349.216","184079699495.105","216149952163.295","271787926543.379","298860230648.273","316385563271.452","357636368020.065","406141181504.668","475533945499.314","583803611575.479","721089553430.345","713136942233.17","676867564725.56","653496402634.765","692580644976.95","727645147577.898","796258983695.429","818842664261.104","810079216667.847","871478651353.041","805916950669.802","838012217517.352","812247790465.61","866070728329.2","962082354582.35","1055497396698.86","1105962058853.59","1108985911678.8","1166642990003.79","1219877128638.63","1239981155666.94","1311316328620.87","1494939824325.51","1732392981348.54","2020722712913.19","2376147622163.37","2911777345233.55","3261350481622.6","3290112306669.97","3930917552819.94","4425959082359.54","4667167020362.62","4919433540664.31","5242900398534.03","5188164733958.88","5358119234785.57","5761733418445.18","6003685053983.65","6341105055559.54","",
"Low & middle income","LMY","GDP (current US$)","NY.GDP.MKTP.CD","325104213419.546","313344146912.435","327811737371.656","353184795715.978","392966880073.765","432952960394.175","448177441343.467","460430824667.975","486697384503.545","543911304579.306","596666059513.122","643582173959.377","719556890290.393","909722254613.783","1162510944781","1285035126992.03","1390024533103.75","1563226132749.06","1696735369057.25","2018101371184.99","2370194352303.01","2672915131143.68","2643664227742.63","2558448959856.59","2585320130752.99","2723545609046.93","2817534811156.81","2885909414825.81","3103437784785.82","3201792525222","3653172248720.93","3903651490046.01","3862667383498.1","4105140073038.76","4442592287596.95","4969722371971.04","5429489536556.17","5750317846165.77","5577894835661.54","5448892809590.63","5958332947350.37","6025103898691.9","6145810865454.12","6918064101910.51","8207085830745.78","9780197198057.47","11625805524214.8","14381205418335","17262301537843.3","16891109440119.2","20535636055881.5","24248318623664.5","25897210999171","27431446957650.7","28486835211125.9","27052639815721.9","27180944380494.2","29845120321213.1","31819618124575.5","32705773165069.7","",
"Lesotho","LSO","GDP (current US$)","NY.GDP.MKTP.CD","34579308.4138317","35699286.0142797","41859162.8167437","47039059.2188156","51938961.2207756","54878902.4219516","56698866.0226795","59260814.7837043","61444771.1045779","65966680.6663867","68738625.2274955","76482102.9082774","80915831.9240276","121181556.195965","150846210.448859","149560513.860717","147654093.836247","193307267.709292","266559337.626495","290142517.814727","431561376.476631","434188034.188034","348746822.619267","386699308.859169","333158476.24212","268626912.549917","318862888.402626","402774852.652259","470389179.678909","495404888.092424","596415104.549144","704329192.771521","831033941.093969","835592802.276831","878250450.602681","1001889856.91048","946123275.88212","997996028.645833","928458205.958432","912771290.61298","887295267.875155","825706961.238689","775780697.676625","1157832934.55127","1511236655.52047","1682350934.85132","1800105589.60349","1716262753.00196","1758534994.91599","1773199523.2307","2269525782.39635","2622336141.14515","2526185310.32097","2421470021.68562","2499803980.17361","2372280099.24153","2165408361.59639","2405289382.35938","2575892261.32457","2460072443.62842","",
"Late-demographic dividend","LTE","GDP (current US$)","NY.GDP.MKTP.CD","183149820685.255","169123299054.824","177433389277.402","192306241501.477","212140794451.043","236616225675.517","262725174596.073","265401969148.276","270925555240.32","302762798970.777","343950375192.219","382966220094.03","439472664338.613","558354931378.597","657570308946.636","722610415136.555","788423856723.733","915208368057.585","953539804289.452","1139350576895.37","1291497697522.78","1369006297707.91","1400675413529.22","1294243981374.19","1362704223798.01","1456720365827.86","1549294211647.04","1633046301747.38","1799038169458.87","1906319291199.24","2034399109241.15","2240019738320.94","2090646651110.06","2168855670075.06","2470226987686.19","3017659432950.76","3327594332886.38","3484125987353.06","3353900807581.47","3098662880880.77","3402704990556.44","3517029587411.35","3725953397345.26","4246584560695.06","5106125188246.49","6163596452364.95","7438573149633.35","9371977390981.34","11651581464415.1","11260079274798.8","13504540875616.8","16458183582719.2","17608201351645","18979472797344.7","19700201069048.3","18470072763242.6","18514640177064.2","20551045153102.9","22514073510410.6","22985816197741.2","",
"Lithuania","LTU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7870782260.51698","8385109020.28485","10120274492.8787","11240360897.7126","10972878636.1675","11539211480.3625","12252498921.0186","14278357283.7419","18802576988.1557","22649930576.2543","26125575942.2814","30216060233.4044","39738180076.6283","47850551148.8365","37440673477.8982","37034461707.2874","43466133144.1699","42842537129.1154","46442055803.7018","48526000845.3102","41392396557.6337","43021972484.8299","47750908128.259","53455170033.5194","54219315600.0854","",
"Luxembourg","LUX","GDP (current US$)","NY.GDP.MKTP.CD","703925705.942958","704145671.350213","741509480.796284","791140595.772755","903158753.943622","921600736.304026","968440149.470951","974721762.535327","1066447130.82052","1234878980.502","1509155062.52521","1572310771.77053","1968733021.7212","2701874663.63072","3295861019.05551","3233431611.27564","3544268025.07837","3922895891.95273","4884869091.84066","5711457760.04403","6232005655.95255","5231808670.14342","4764549532.05015","4683697830.37475","4594891580.56409","4738559684.76119","6921264132.20155","8614215559.15721","9750161053.209","10391504709.2547","13229247947.8513","14321878795.0384","16065740777.9172","16486900186.5672","18325791415.4811","21588170498.0843","21776609771.987","19731912494.3617","20209122027.1171","22235929043.2559","21263514833.2412","21272418791.9463","23616328816.1114","29557325056.4334","34685281847.5292","37347394602.6614","42414308116.9239","50888134410.0739","55849686538.7432","51370543206.4462","53212476812.2957","60004630234.4135","56677961787.0717","61739352212.3049","66103853236.7572","57744457954.7297","60691483443.1221","64181944722.7283","70919958015.5247","71104919108.1411","",
"Latvia","LVA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5770516257.8437","5952007401.73558","6508472054.19792","7145882282.85476","7518044679.3178","7934206257.24218","8334748153.1229","9529948840.38199","11731703357.5206","14355307662.287","16909366521.4686","21436812139.4532","30897981124.3332","35657998830.5803","26250900750.6255","23803906230.7479","28490700600.9577","28176625841.4665","30272574650.3729","31382780146.4181","27090019662.7977","27734140217.3664","30273007510.3024","34313873284.5882","34117202555.0666","",
"Macao SAR, China","MAC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","1130457130.00739","1121486562.52512","1292281653.68246","1348827324.09861","1517496131.38322","1941246972.45874","2269233639.28065","2683254708.17411","3220920084.77746","3735117374.41125","4879018601.90911","5625533410.31176","6265844252.10105","6996034036.99892","7122539666.59972","7211264780.00828","6742367273.27418","6490571703.85015","6720492405.83611","6811227982.82193","7322677820.10108","8195033162.12038","10585624890.9277","12092222041.9168","14789661809.1834","18340447242.9971","20917444919.6394","21475520709.3922","28123640998.7253","36709860068.3445","43031577366.4251","51552075901.5183","55347998647.8196","45361678146.5247","45387299721.0792","50751059058.0613","55084050789.7182","53859116535.5306","",
"St. Martin (French part)","MAF","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (current US$)","NY.GDP.MKTP.CD","2037150716.33238","2025689536.60705","2379606422.29029","2657247327.3392","2798339768.79755","2948325264.30195","2876395613.08171","3046339294.53611","3271415867.99723","3651615453.01848","3956328426.04486","4356633663.36634","5074117544.77482","6242177798.33938","7675408485.51421","8984824182.60333","9584323309.12136","11049896742.3889","13236854105.1672","15912133569.2852","21728770055.3777","17788171722.4446","17692341358.1272","16251460689.3254","14824728528.4604","14991283215.7408","19462175321.8224","21765261041.7265","25705296183.5037","26314220188.0257","30180108561.9305","32285388165.2999","33711069430.78","31655473663.8348","35604137422.5796","39030285468.3841","43161452678.4383","39147844526.0838","41806219378.6181","41632027599.8531","38857251336.3448","39459581217.3759","42236836820.6152","52064058833.9739","59626020162.3816","62343022650.8742","68640825480.9223","79041294874.4553","92507257783.5697","92897320375.8176","93216746661.5977","101370474295.109","98266306615.3632","106825649872.108","110081248587.369","101179808076.36","103311649248.024","109714300453.983","117921394402.361","118725279596.13","",
"Monaco","MCO","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","293073868.023221","327651487.962757","402460333.237637","523552815.119127","563939670.704419","711922994.225545","735339911.935065","811250927.388998","1000535735.38751","1209898293.46372","1378130995.65913","1205166025.51592","1143229071.77943","1092551781.01486","1037314956.25083","1082851076.52158","1515209588.2378","1839095595.25655","2000674667.08261","2010116851.20284","2481316053.85316","2480497538.54794","2737067001.75938","2574440022.97964","2720297793.28662","3130270895.13587","3137848801.03606","2840182220.99117","2934578821.10938","2906009307.6651","2647883815.57966","2718868306.01093","2968987019.23077","3601321064.55266","4137913500","4203084193.50827","4582988332.70606","5867916780.72817","6476490405.74191","5451653237.01028","5367625613.15127","6088808463.25167","5743029680.07195","6555983530.34932","7069616048.89066","6261622101.40908","6472990923.1791","6431314957.07185","7188238072.74445","","",
"Moldova","MDA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1752979926.41489","1695122173.91304","1930081168.83117","1698717504.65549","1170782957.37443","1288429391.79951","1480673594.05602","1661818168.4226","1980907434.76826","2598249555.89984","2988348836.471","3408244549.19999","4401189466.14058","6054849884.52656","5439422031.39627","6974960345.3712","8414360656.29632","8709165249.26928","9496684701.43325","9510219299.49557","7745231660.33425","8071480540.86068","9669759987.02633","11457410264.1932","11955435456.7957","",
"Madagascar","MDG","GDP (current US$)","NY.GDP.MKTP.CD","673081724.076322","699161943.857103","739286906.851553","759345862.971331","802482182.924192","833563472.162352","900264583.688205","956436931.142347","1031669636.36116","1056391054.5386","1111859569.7715","1199507629.99179","1341590681.58511","1653062347.36254","1917508190.04689","2283049233.28758","2181844193.9254","2358930406.42896","2669755115.50569","3463565881.42486","5201818349.00282","4759333969.85141","4784977348.97042","4686457013.0577","3905938480.82352","3802557894.90614","4347989798.83436","3212900560.80991","3189456961.27972","3175638332.5404","3931334870.74964","3254713056.02171","3714967007.18602","4063298919.2868","3522226902.75861","3838101052.21232","4931861239.07864","4262965281.5836","4401967499.25594","4277903780.29131","4629247090.97816","5438332738.10373","5351701534.15801","6372498719.84613","5064732715.72615","5859269849.14523","6395712392.23682","8524620739.24074","10725137477.9995","9616879920.50734","9982711030.26388","11551821062.3334","11578978052.8789","12423557906.9182","12522959157.2295","11323023786.5698","11848615018.4138","13176313233.1978","13853433947.6241","14083906356.618","",
"Maldives","MDV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","42463576.1589404","44781456.9536424","47935843.7935844","57829787.2340425","109503546.099291","127154929.577465","141902097.902098","141268980.477223","168610478.359909","189535398.230089","215089005.235602","244468292.682927","284853358.561968","322326642.335766","355884383.08887","398988954.970263","450382327.952421","508223602.37893","540096397.621071","589239753.610875","624337145.284622","870179738.562091","897031250","1052121054.6875","1226829562.5","1163362437.5","1575200390.625","1868383460.9375","2271646187.5","2345294875","2588176054.6875","2774351760.03287","2886170571.69634","3295011381.75405","3697351596.83753","4109424799.72407","4379136461.83077","4735989972.05433","5327457149.72581","5729248472.24028","",
"Middle East & North Africa","MEA","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","32442925731.0623","36097052544.0686","41524683501.8943","47881453182.9702","58557683671.3266","78686347259.4602","142799665802.321","155911365674.939","193637861598.052","224477081435.007","238480112694.92","311601824340.545","401407613361.346","414916153162.064","415735686702.385","422861630418.167","428860828257.593","435955647991.086","446754476442.574","411023899188.593","408472768540.185","420726975182.457","550748250347.156","554709492776.303","603853056720.145","608089301255.943","633946632329.761","708890607178.084","802522537636.436","832803837981.779","809508584961.229","866974427404.451","966901286086.319","970527146872.233","966744855655.633","1089307981250.39","1271601034940.67","1530610383659.14","1791433893705.44","2124073794663.68","2654580291045.42","2370996232323.39","2766778332455.17","3279582070597.8","3575505036221.94","3547271049627.31","3567995712319.2","3139157379607.83","3150182655674.93","3270329262072.42","3613740164271.21","3701386017855.84","",
"Mexico","MEX","GDP (current US$)","NY.GDP.MKTP.CD","13040000000","14160000000","15200000000","16960000000","20080000000","21840000000","24320000000","26560000000","29360000000","32480000000","35520000000","39200000000","45200000000","55280000000","72000000000","88000000000","89025974025.974","81814159292.0354","102500000000","134561403508.772","205139086956.522","263959336734.694","184609157801.418","156159198584.513","184261495828.367","195219789801.479","134550096436.744","147540738281.817","181611549975.804","221400669713.589","261253582805.945","313142768453.485","363157598242.27","500736065605.341","527813238126.278","360073909243.855","410975595310.156","500413483109.175","526502129378.284","600232874042.927","707906744574.644","756706300589.791","772106378935.377","729336319677.449","782240601984.76","877476221382.101","975387131716.089","1052696282278.88","1109989063586.62","900045350649.351","1057801295584.05","1180489601957.61","1201089987015.45","1274443084716.57","1314563967425.24","1170564619927.69","1077903618176.07","1157736189998.15","1220699479845.98","1258286717124.53","",
"Marshall Islands","MHL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","31020000","34918000","41749000","45144000","43879000","55989000","62983000","70688000","72798000","78476000","82507000","91063000","99461000","108071000","120230000","110858000","110705600","112279400","114326300","115347500","122824000","131738200","131398500","133806400","141922500","145474100","153884600","153135800","151772600","162164700","174332100","182874800","187707400","184689500","184599600","200558400","212881000","221278000","","",
"Middle income","MIC","GDP (current US$)","NY.GDP.MKTP.CD","312135276519.118","300148168612.676","312901715351.677","334264316674.687","377764058317.733","415005604580.218","428830288887.77","441500405956.724","466830868307.022","521139700639.796","573018587676.364","617275470912.685","690809662020.796","875310024067.822","1119611713907.98","1234558542635.43","1336374024832.24","1501012624824.51","1626959893766.69","1942156539489.47","2289115760485.39","2588760823506.67","2556918412123.95","2474353077764.96","2503559034737.04","2637919521712.15","2726003635683.74","2787587896167.59","3006279341062.88","3105095253820.69","3549492913503.98","3798556757682.29","3769575874519.07","4011281931888.63","4359477842631.94","4876174155548.2","5330204148031.79","5644430136948.19","5471422722251.9","5342826893809.97","5831025504784.21","5904845096813.21","6017155059026.35","6776486764041.38","8042080822808.64","9586902809774.51","11398370300419.4","14102390964164.5","16925260847998.7","16547780429841","20147828415058.2","23821331308856.4","25447613826109.1","26941988983830.2","27965789157900.8","26537448537796.5","26696316740970","29337418670054.4","31293056688091.5","32165979692375.4","",
