СОРТ ПИВА,ПИВОВАРНЯ,РЕЙТИНГ,ИЗМЕНЕНИЕ,ЧЕКИНОВ
Тропический Ёж,Courage Brewery,3.56,↑ +598,4
IMPERATIV,084Brewery,3.56,↑ +1090,4
MindBug,XP Brew,3.56,↓ --338,24
Крафтосос,Sabotage,3.56,↓ --1797,4
Поручик R,Пивоварня Vaer,3.56,↑ +2151,4
RUM BABA,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.56,↓ --1271,8
Weissbier,Salden's Brewery,3.56,↑ +450,4
X-Files,Time Bomb Brewery,3.56,↑ +2489,12
Avenue 77 Citra & Equinox,CHIBIS Brewery,3.56,↓ --1330,4
Чингачгук (Chingachgook),Пинта,3.56,↑ +1348,4
Balance Des Blancs,Токсовская Сидрерия (On The Bones),3.56,↑ +257,24
Oyster Stout,Salden's Brewery,3.56,↓ --1251,4
Samhain V2,Victory Art Brew,3.56,↑ +1883,4
Belgian Blonde (Бельгийский Блонд),Stamm Brewing,3.56,↑ +1543,4
Gimme Chocolate,Rock'n'Beer,3.56,↑ +1562,12
Головорез,Atmosphere Brewery,3.56,↑ +1635,49
"Осторожно, сидр! Smoked point (ex. Жги, Ева)",Токсовская Сидрерия (On The Bones),3.56,↓ --295,63
HOPPY LIBERTY Brewmen West Coast IPA,Brewmen,3.56,↓ --573,42
Самоизоляция,Alaska Brewery,3.56,↓ --42,21
Fon Vakano Ale (Фон Вакано Эль),Zhigulevskoe Pivo (Жигулевское Пиво),3.56,↑ +320,17
Spitze,Knightberg,3.56,↓ --400,30
Имя Розы,Velka Morava,3.56,↑ +381,60
Berrierus,Brew Division,3.56,↓ --465,60
American Pale Ale Tears of Liberty,Salden's Brewery,3.56,↓ --421,30
Zootaxy,Circada,3.56,↓ --464,147
Chocolate Stout,Crazy Brew,3.56,↑ +2111,13
1st Check-In: Citra,CHIBIS Brewery,3.56,↑ +1664,13
Wild Ale Batch #3,Salden's Brewery,3.56,↓ --871,26
Hookahplace Rockstar Stout N.5,Victory Art Brew,3.56,↑ +36,26
Multiacidmicrodots,AF Brew,3.56,↓ --29,13
"Ой, всё!? / Oy, Vsyo!?",Brewlok Brewery,3.56,↓ --447,61
Chocolacto V 2.0,Zavod,3.56,↓ --868,49
Монгольский Кашемир Mongolian Cashmere GN,Velka Morava,3.56,↓ --29,27
ONE WAY TICKET,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.56,↑ +723,9
Наполшишечки 2020 Collab HZ Mode,Nuclear Brewery,3.56,↓ --377,18
Red IPA Insane Satyr,Salden's Brewery,3.55,↑ +179,51
All Together,Victory Art Brew,3.55,↑ +602,14
Komanda,Victory Art Brew,3.55,↑ +440,19
Somnambula,Jaws Brewery,3.55,↓ --75,48
Massive Old Hat Ale,Plan B Brewery,3.55,↓ --528,24
Die Komposition,New Riga's Brewery,3.55,↑ +4,24
Кубанский Шейк,Lovecraft Weird Brewery,3.55,–,88
Fruitality,Selfmade Brewery,3.55,↑ +18,230
Pumpking Mead,ТАРКОС BREWLAB,3.55,–,10
Hop Voltage,Plan B Brewery,3.55,↓ --1003,5
Ether [Peach],4BREWERS,3.55,↓ --260,25
HazyLeaks,Zagovor Brewery,3.55,↓ --796,10
Traditional Apple Cider,Trigger,3.55,↓ --794,5
Хлебный Край Традиционный,Baltika Breweries (Балтика),3.55,↑ +1808,5
Parallax (Galaxy & Mosaic),Plan B Brewery,3.55,↑ +365,30
"Blueberry + Rosemary, Lemongrass & Mint",Appleton Ciders,3.55,↓ --535,35
Highs And Lows,AF Brew,3.55,↑ +462,10
Pilstone Dark,Buket Chuvashii (Букет Чувашии),3.55,↑ +2371,5
Room 33,Lux In Tenebris,3.55,↓ --1124,107
Hocus Pocus,Red Button Brewery,3.55,↓ --513,22
SANDY CAPE mango pineapple,GUSI,3.55,↓ --1166,11
The Decider Tomato,Courage Brewery,3.55,–,66
Hop Secret (Хоп Cикрет),Vodolaz Brewery,3.55,↑ +1058,22
Mister Pomidor,LiS Brew,3.55,↓ --9,22
Asuwang,Lux In Tenebris,3.55,↓ --578,66
It’s Over 9000! Raspberry • Cherry • Lime,AF Brew,3.54,↓ --609,67
PURE SILK,Bakunin Brewing Co.,3.54,↑ +1605,269
Царские Припасы Живой,Фонтан / Кваспром,3.54,↓ --378,17
Sweet Silence,Hausmann Brewery,3.54,↑ +658,23
Лаура,Alaska Brewery,3.54,–,58
Monsieur LAbricot,Konix Brewery,3.54,↑ +422,47
Shiny New Toy,Ostrovica,3.54,↑ +208,155
Juice & Juice Blood Orange,Stamm Brewing,3.54,↓ --1196,78
Кекс Coconut Edition,GAS Brew,3.54,↓ --56,6
Cranberry × Juniper,Symbiotica by AF Brew × BSG,3.54,↑ +1698,6
Czech Pilsner,Salden's Brewery,3.54,↑ +558,18
Пино Нуар,Пивоварня Якорь,3.54,↑ +2045,6
Mozzer,Ostrovica,3.54,↓ --889,247
Docker,Brew Division,3.54,↑ +175,19
Dont Vote,Rewort Brewery,3.54,↓ --1180,57
Joes Garage,Schwarz Kaiser Brewery,3.54,↑ +1581,19
AFTERGLOW,Bakunin Brewing Co.,3.54,–,161
Summer APA,One Ton Brewery (Пивоварня Одна Тонна),3.54,↑ +236,13
Baltic Porter,Salden's Brewery,3.54,↑ +267,33
Graffiti Artist,Rewort Brewery,3.54,↓ --321,66
Australian Double IPL,Salden's Brewery,3.54,↓ --661,53
IPA,Ostrovica,3.54,↓ --339,164
Nuclear Laundry Chili Infused (Атомная Прачечная Чили),Jaws Brewery,3.54,↓ --578,62
Fluffy Smoosh: Double Blueberry & Guava,Black Cat Brewery,3.54,↓ --906,14
Moravský Klas Červené (Моравский Класс Красное),Velka Morava,3.54,↓ --226,21
Xylophone,Ostrovica,3.54,↓ --97,7
Le Jardin Des Fruits Грушевый Полусладкий,Medovarus,3.54,↑ +1734,7
Ring of Fire,Крафт Лаборатория,3.54,↓ --1133,7
Lockdown,Dreamteam Brewing Co,3.54,↓ --6,64
"Burn Mother Fucker, Burn Mother Fucker, Burn!",Cosmic City,3.54,–,57
МАРС-2,Rocket City Brewery,3.53,↑ +1087,58
Sour Mate,Landau Beerlab,3.53,–,22
Gose Basis,Knightberg,3.53,–,22
ROUGE de LUTIN,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.53,↑ +889,15
Coconut Crab,Green Street Brewery,3.53,–,15
Russian Imperial Stout Hazelnut Edition Aged In Jack Daniels Barrels,Salden's Brewery,3.53,↓ --1336,15
Sour Swing,Jaws Brewery,3.53,↓ --138,101
The Machine IPA,Victory Art Brew,3.53,↑ +228,126
Житие мое / Zhitie moe,Brewlok Brewery,3.53,↑ +108,111
Egor: Complete - Bourbon BA,Zagovor Brewery,3.53,↓ --2104,8
Pingo,Circada,3.53,↓ --170,136
77 Dark (Stalin Stout),Pivzavod77 Brewery & Pub,3.53,↑ +8,8
Новозеландский ИПА,Augustine (Августин),3.53,↓ --383,64
Русский Имперский Стаут,Пивоварня Якорь,3.53,↓ --1253,16
Malleus Maleficārum,Plan B Brewery,3.53,↑ +471,16
Bro Gott,Landau Beerlab,3.53,↑ +1528,8
TIPA,RMBrew,3.53,↓ --68,49
Dark Mystery,Rewort Brewery,3.53,↓ --150,126
Original Lager,Wolf's Brewery (Волковская Пивоварня),3.53,↓ --301,17
Distrust,Big Village Brewery,3.53,↓ --792,17
Cause & Effect,Rewort Brewery,3.53,↑ +371,17
Iggy Hop,Brewlok Brewery,3.53,↓ --495,77
"Белка, я люблю тебя",Pivot Point,3.53,–,61
Warlock Ritual,Selfmade Brewery,3.53,↓ --267,44
Oatmeal Stout,Jaws Brewery,3.53,↓ --179,141
LADDER,Circada,3.53,↑ +1980,9
Могиканин,Panzer Brewery,3.53,↓ --168,264
Spellbound,Velka Morava,3.53,↓ --957,38
KRIEK de LUTIN,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.52,↑ +98,31
Cherry Smoochy,Ostrovica,3.52,↑ +835,96
Hazy IPA. Experimental edition,Gorkovskaya Brewery (Горьковская пивоварня),3.52,↑ +667,22
Dream Team,Augustine (Августин),3.52,↓ --650,44
Helles (Светлое Нефильтрованное),Stamm Brewing,3.52,↓ --592,11
Gose Cherry Joe,Green Basement Brewery,3.52,↓ --1052,11
Another Way,Time Bomb Brewery,3.52,↑ +498,93
Up the Masts!,AF Brew,3.52,↓ --1402,12
Cookie Monster,Plan B Brewery,3.52,↑ +520,49
Holy Dark,Jaws Brewery,3.52,↑ +130,25
Frutti Di Bosco,Hausmann Brewery,3.52,↓ --142,100
"Later, Haters!",FFF BREW,3.52,–,25
Port Pilsner,Dreamteam Brewing Co,3.52,↓ --439,51
Black Monk,Crazy Brew,3.52,↑ +2120,13
Keltainen (Келтайнен),Schwarz Kaiser Brewery,3.52,↑ +168,26
Moloko +,Bakunin Brewing Co.,3.52,↓ --454,246
Завтрак Пиволюба,XP Brew,3.52,↓ --76,41
80,Black Cat Brewery,3.52,↓ --726,69
Narayama IPA,LaBEERint Brewery,3.52,↑ +1559,28
Sour Fiction,MANFAS Brewery,3.52,↑ +478,29
FLASHING LIGHTS,Bakunin Brewing Co.,3.52,↓ --61,277
LOiseau Bleu,Konix Brewery,3.52,↓ --412,44
Likho / Лихо,Brewlok Brewery,3.52,↑ +51,250
Šompa,Snowcap Brewing,3.52,↓ --370,15
Smoked Bloody Roots,COVEN Brewery,3.52,↑ +2418,91
Ламинар,One Ton Brewery (Пивоварня Одна Тонна),3.52,–,47
Fear of Zefir,AF Brew,3.51,↓ --1115,17
POiMA,Red Button Brewery,3.51,↓ --98,18
Bastille Porter (Бастильский Портер),ID Jons,3.51,↓ --724,18
All Weather Conditions,Bowl Cut Brewery,3.51,↓ --536,37
Buckthorn Gose,Victory Art Brew,3.51,↑ +1712,38
Baba Yaga / Баба Яга,Brewlok Brewery,3.51,↓ --534,199
Эндорфин (Endorfin),Gletcher Brewery (Глетчер),3.51,↓ --683,60
Лось и Кедр. V.2.0 (Версия 2.0),Лось и Кедр (Moose & Cedar),3.51,↓ --1034,20
Red Maniac,Bakunin Brewing Co.,3.51,↑ +120,151
Oak Smoked Tomato Gose,Salden's Brewery,3.51,↓ --670,113
Doppelbock,Salden's Brewery,3.51,↓ --875,23
ЗОЖ,4BREWERS,3.51,↑ +2145,119
Ma Chere Framboise,Konix Brewery,3.51,↓ --1026,48
West Coast IPA. Experimental edition,Gorkovskaya Brewery (Горьковская пивоварня),3.51,↑ +2185,24
Monoplay Simcoe,Stamm Brewing,3.51,↓ --1026,52
Tram 16,AF Brew,3.51,↑ +18,82
Карамбуляж,CHIBIS Brewery,3.51,↑ +1560,63
PARTY DIPA,RMBrew,3.51,↑ +18,75
Столица Мира (The Capital of The World),Bakunin Brewing Co.,3.51,↑ +379,49
Дыхание Одина,Медоварня Традиции Предков,3.51,↑ +319,49
Проделки Локи,Медоварня Традиции Предков,3.5,↑ +232,50
IPA v.3,Wolf's Brewery (Волковская Пивоварня),3.5,↑ +156,425
Basic Element: Oatmeal Stout,Paradox,3.5,↓ --810,58
Cloudy Moscow IPA,Zagovor Brewery,3.5,↓ --1009,73
Imperial Brut IPA,Salden's Brewery,3.5,↓ --430,83
Populism Mosaic Edition,Jaws Brewery,3.5,↓ --353,99
Barley Hard Jack Daniels BA,Bakunin Brewing Co.,3.5,–,1
Hoppy Skull IPA,Deka (Дека),3.5,↑ +505,1
Боровское Светлое,ПЗ Канцлеръ,3.5,↑ +1738,1
Rytsar Primorya (Рыцарь Приморья),AB InBev Efes,3.5,–,2
Fon Vakano 1881 (Фон Вакано 1881),Zhigulevskoe Pivo (Жигулевское Пиво),3.5,↑ +422,22
Lager Crystal,Частная Пивоварня ПетровичЪ,3.5,↑ +524,1
Sour City Walk,Wild Lab,3.5,–,2
Cheshskoe Nefiltrovannoe (Чешское Нефильтрованное),Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),3.5,↑ +526,2
Заблудившийся трамвай,Poet Brewery&Bar (Поэт – пивоварня и бар),3.5,↑ +541,5
St. Anton Strawberry Cider (Земляника),Yablochny Spas (Яблочный Спас),3.5,↓ --95,3
Black Pyramid,NoName Brew,3.5,↓ --1521,3
ONE WAY TICKET Whiskey Barrel Aged,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.5,↑ +2625,2
Summer Haze,Oka River,3.5,↓ --1641,1
MUTNYI TIP.LAGER (МУТНЫЙ ТИП.ЛАГЕР),Hammermill Brewery (Бутлегер),3.5,↑ +1826,8
Petit,Bullevie,3.5,↓ --511,9
Ainhorn,ТАРКОС (TARKOS),3.5,↑ +2628,2
Медведь Темная,ТПМЗ МёдВедь (ООО Фарт),3.5,↑ +598,1
Телоportation: BA,Pivot Point,3.5,↑ +369,13
Американский Эль,Malz & Hopfen,3.5,–,1
Cider With Lemongrass,Пётр Петрович (Petr Petrovich),3.5,↓ --971,8
Балтика #6 Porter (2018),Baltika Breweries (Балтика),3.5,↑ +603,1
Ostrovskys Sky,Brewerich,3.5,↑ +622,2
Wheat Wine,Brew Barrel,3.5,–,1
Hoppy Skull Pils,Deka (Дека),3.5,–,2
Acid Tracks. Black Currant/Cherry/Raspberry,Plan B Brewery,3.5,↓ --252,5
Interlude,Bakunin Brewing Co.,3.5,↓ --967,3
Nordic Pastry Sour,Green Street Brewery,3.5,–,17
Imperial Hazelnut Stout,Salden's Brewery,3.5,↓ --103,1
Ruby Apple,Applehead,3.5,↑ +648,6
Burning Jam: Lime & Basil,Brew Division,3.5,↓ --1468,4
LA PUNTO Фирменное,Дагомысская крафтовая пивоварня,3.5,–,2
Witbier,Jaws Brewery,3.5,–,1
Hmeleff Premium (Хмелефф Премиум),Hmeleff (Хмелефф),3.5,↑ +1716,2
MISHURA (МИШУРА),Malakhovskaya brewery (Малаховская пивоварня),3.5,–,2
Schlosskeller (Шлесскеллер) Живое,Белый Кремль (Bely Kreml),3.5,–,1
Goblins Arrow,RED COOPER,3.5,↑ +650,1
Mysterious Dreams,Big Village Brewery,3.5,–,1
Ale of Empires,Zavod,3.5,↓ --1544,2
Pauzern,Pivzavod77 Brewery & Pub,3.5,↑ +1644,1
English Аle,Дагомысская крафтовая пивоварня,3.5,–,1
Декларатор (Declarator),ID Jons,3.5,↑ +1502,2
Double IPA,Ермолаевъ,3.5,↓ --1393,2
Red Telephone,Дагомысская крафтовая пивоварня,3.5,–,1
Amarillo Juice V.2,Victory Art Brew,3.5,↑ +683,1
NOMIKAI Blonde,Wolf's Brewery (Волковская Пивоварня),3.5,↑ +2645,5
Энергия,Rocket City Brewery,3.5,↑ +687,1
Kozel Bohaty Chmel,AB InBev Efes,3.5,↑ +697,2
Cherrysphere,Токсовская Сидрерия (On The Bones),3.5,↓ --117,1
Вынос Тела,Black Head Brew,3.5,↓ --1154,9
Король в желтом / The King in Yellow,Пивоварня Чаща / Thicket Brewery,3.5,–,1
Kruger Weiss,Tomskoe Pivo (Томское Пиво),3.5,↑ +3182,2
Weizen,Amadeus Brewery,3.5,–,1
Yellow Fog,RMBrew,3.5,↑ +2414,2
Гагарин (Gagar1n Second Brew),Samovar Brew,3.5,–,4
Upgrade DIPA,Zavod,3.5,↓ --972,4
"#300 Vermont IPA (Citra, Mosaic, Simcoe)",Salden's Brewery,3.5,–,1
Le Jardin Des Fruits Lambic Малиновый,Medovarus,3.5,–,1
Deep Dive,Samovar Brew,3.5,↑ +1826,5
Raspberry Cider,Trigger,3.5,↓ --970,2
Red Ale,Rainbow Fish Brewery,3.5,↑ +2089,2
NEIPA Chinook & Centennial,LaBEERint Brewery,3.5,–,4
St. Anton Christmas Cider (Рождественский),Yablochny Spas (Яблочный Спас),3.5,↓ --2121,3
Pivzdrav Svetloe (Пивздрав Светлое),Knightberg,3.5,↑ +753,1
Gothique,Rewort Brewery,3.5,↓ --607,5
Total Collapse (10 months and 12 months),Selfmade Brewery,3.5,↓ --2115,1
New Zealand DIPA (2020),Salden's Brewery,3.5,↓ --124,2
REDBERRY TIME,Big Village Brewery,3.5,–,3
Milkshake BlueBerry,Konix Brewery,3.5,↑ +2652,2
St. Anton Apple Semi-Dry Cider (Яблочный Полусухой),Yablochny Spas (Яблочный Спас),3.5,↓ --1195,14
Рыжая Соня,Sonya Krivaya Brewery,3.5,↓ --2114,1
Black Currant IPA,Пинта,3.5,–,1
Burn Masha,Zavod,3.5,↓ --2336,4
Iron Woods Milk Stout,Gletcher Brewery (Глетчер),3.5,↑ +1559,23
Imbirnoe (Имбирное),Abbatskoe (Аббатское),3.5,–,1
Пустота,NoName Brew,3.5,↑ +3169,1
Красное,Пивоварня Якорь,3.5,↑ +300,5
Кёльш,Amadeus Brewery,3.5,–,1
Huinness,Chillin'z Brewery,3.5,–,1
Morus Rubrum,Red Button Brewery,3.5,↑ +2648,3
Značka (Значка),Samko Brewery (Пивоваренный Завод Самко),3.5,↑ +2649,2
Vermont IPA,Salden's Brewery,3.5,–,4
Cибирское Премиальное,AB InBev Efes,3.5,↑ +3045,1
Член Партии,BEERMANBRU,3.5,↑ +768,2
Tale of Us,Red Button Brewery,3.5,↓ --2110,2
Пардубицкий портер,MainStream Brewery,3.5,↑ +772,1
Пляска Камней,LaBEERint Brewery,3.5,–,3
 Vanilla Milkshake IPA,Salden's Brewery,3.5,–,2
Wine Religion,ID Brewery,3.5,↑ +776,2
Flower In Ice,Rock'n'Beer,3.5,–,2
Clean Water Clean Beer,Частная Пивоварня ПетровичЪ,3.5,–,1
ReSOURrection,Pike Season Brewery,3.5,↑ +233,8
Indian Pale Ale (IPA),ПЗ Канцлеръ,3.5,↑ +1893,9
Квинтэссенция Одиночества,Big Village Brewery,3.5,–,1
Blonde Gold,Craft Beer Master,3.5,↑ +1803,3
Nikola Khmelnoi Kvass (Никола Хмельной Квас),Deka (Дека),3.5,–,1
Сascara Сider,Токсовская Сидрерия (On The Bones),3.5,↑ +820,1
Port De Cerise,RMBrew,3.5,↑ +2650,1
Jagger,Jonathan Brewpub,3.5,–,2
Cocoa In the Jar,Plan B Brewery,3.5,–,1
Klukva Dikaya,ТАРКОС (TARKOS),3.5,↑ +1799,14
Железнодорожная вода,Alaska Brewery,3.5,↓ --1687,2
SoLo Citra,Atmosphere Brewery,3.5,↑ +3037,1
Кекс Blueberry Edition,GAS Brew,3.5,↓ --1558,3
Lord of the Hops NE Edition,Victory Art Brew,3.5,↑ +847,1
Rauch,Hops Farm Brewery,3.5,–,2
Hells Canyon APA,LaBEERint Brewery,3.5,↑ +284,8
Chocolate Chocolate Chocolate Stout,Green Street Brewery,3.5,–,1
Double Oat,Victory Art Brew,3.5,–,1
JOHN DONNE,GOD'S,3.5,↓ --973,1
Lost Fantasies,Big Village Brewery,3.5,↓ --972,1
FRUIT MASH: White Peach & Passion Fruit,CHIBIS Brewery,3.5,↑ +879,1
Ультрафиолет,Big Village Brewery,3.5,–,1
Радиоволна,Atmosphere Brewery,3.5,–,1
Brett DIPA Batch#1,Salden's Brewery,3.5,↓ --2067,2
Tri Medvedya Kristalnoe (Три Медведя Кристальное),Heineken Brewery (Объединенные Пивоварни Хейнекен),3.5,↑ +2882,1
Margos Morning,RMBrew,3.5,↑ +898,3
KEEP IT SIMPLE STUPID: Mosaic,Ostrovica,3.5,↓ --2062,1
Five Bucks Shake,Stamm Brewing,3.5,↓ --2062,2
#14 Sour Blackcurrant Saison,Craab,3.5,↓ --2062,2
Source Raspberry,Rainbow Fish Brewery,3.5,–,2
BUBBLE KILLER,DaLi Brewery,3.5,–,1
Ирландское Зеленое,B.B. Craft Brewery,3.5,–,1
Бражник / Hawk-moth,Пивоварня Чаща / Thicket Brewery,3.5,↓ --2432,1
Grolsch Premium Pilsner,AB InBev Efes,3.5,–,1
Hell Awaits (Spicy Tomato Gose Edition),COVEN Brewery,3.5,–,1
Quartz V1.0,Zavod,3.5,–,3
Rustic Berries,Rustique Pivasique,3.5,–,42
Сидр,Частная Пивоварня ПетровичЪ,3.5,–,1
Hop Reaver,Selfmade Brewery,3.5,–,3
Varvars Cider,Yablochny Spas (Яблочный Спас),3.5,↓ --2043,5
Fist And Beast,Dogma,3.5,↓ --1713,1
#10 Zesty Blonde,Craab,3.5,–,2
Equilibrium: Ekuanot+Mosaic,Zagovor Brewery,3.5,↓ --165,1
ВкусВилл Тёмное,Vyatich (Вятич),3.5,↑ +1912,6
Pub Hell,MainStream Brewery,3.5,–,3
The Last Emperor Fyodor,Hophead Brewery,3.5,–,2
Tiki Boom,Schwarz Kaiser Brewery,3.5,–,1
Бельгийский бланш (Белая гвардия),Пивоварня Империал,3.5,–,1
Chocolacto V 1.0,Zavod,3.5,↑ +952,1
Punch,Solbirs Brewery,3.5,↓ --1471,4
Apricot Milkshake IPA,LaBEERint Brewery,3.5,↑ +952,1
Black Heart,Dogma,3.5,↓ --2410,2
Alphonso,Royal Omar Brewery,3.5,↑ +957,1
Eclipse Black Weizen IPA,Gletcher Brewery (Глетчер),3.5,–,3
Старуха и медведь 2019,4BREWERS,3.5,↑ +963,1
Apple Cider Dry-Hopped with Amarillo Hops,Salden's Brewery,3.5,↓ --265,42
Rye Ale,The Ded & Paddle (Дед с веслом),3.5,–,1
Penza Beer (Пензенское),Samko Brewery (Пивоваренный Завод Самко),3.5,↑ +2657,10
Царские Припасы Вкусный,Фонтан / Кваспром,3.5,↓ --586,1
American Pale Ale,Gellert & Wild Goat,3.5,↑ +2046,10
A Lager Comme A Lager,Los Pivnos Brewery,3.5,↑ +1777,1
Carousel Pie,AF Brew,3.5,–,1
Cafe Racer,Jaws Brewery,3.5,–,1
Sicilian Hangover,Paradox,3.5,–,1
Fresh Cones,Victory Art Brew,3.5,–,1
Isolation Pale Ale,Plan B Brewery,3.5,↑ +310,20
Доппельгангер / Doppelgänger,Пивоварня Чаща / Thicket Brewery,3.5,↓ --2452,1
White Noise,Landau Beerlab,3.5,↑ +1890,1
Sour Juice Explosion - Cowberry,Brew Fiction,3.5,–,2
Apple Cider Dry-hopped With Nelson Sauvin Hops,Salden's Brewery,3.5,↓ --255,16
G.O.S.E. | Passion Fruit & Blackberry,XP Brew,3.5,↓ --142,9
Premium Pils ,Ермолаевъ,3.5,↑ +1013,2
Sandi,Ostrovica,3.5,↓ --1318,1
