СОРТ ПИВА,ПИВОВАРНЯ,РЕЙТИНГ,ИЗМЕНЕНИЕ,ЧЕКИНОВ
Вишневое (Cherry Lambic),Varnitsa (Варница),3.17,↓ --1018,3
TELEVISION,Ostrovica,3.17,–,3
В чем соль? Бузина,Gletcher Brewery (Глетчер),3.17,↑ +435,12
Житие мое / Zhitie moe,Brewlok Brewery,3.17,–,3
Hard Seltzer Mango & Pineapple,Salden's Brewery,3.17,–,9
NeMo,Brew Division,3.17,↓ --242,3
Yachmennoe Firmennoe (Ячменное Фирменное),Tomskoe Pivo (Томское Пиво),3.17,–,3
Хеллес,Varyag Brewery (Пивоварня Варяг),3.17,↓ --188,3
Rosè,Bullevie,3.17,↑ +952,12
Ker Sari Temnoe (Кер Сари Темное),Buket Chuvashii (Букет Чувашии),3.17,↓ --335,15
Salted Peanut Stout,Crazy Brew,3.17,↑ +37,3
Силич Традиционный,AB InBev Efes,3.17,–,6
Белка Летяга,ТАРКОС (TARKOS),3.18,↓ --21,21
Narayama IPA (2020),LaBEERint Brewery,3.18,–,7
Вброс [Idaho Gem],4BREWERS,3.18,–,7
Крепкий Орешек,ColdRiver,3.18,↑ +201,11
ГРЕЙ.МЕ,Bullevie,3.18,↑ +528,11
Seth & Rileys Garage Hard Lemon Drink (Baltika Version),Baltika Breweries (Балтика),3.18,–,19
ALL • GRAIN • CORE,AF Brew,3.19,–,27
Hakuna Matata,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.19,–,4
KISLOTNY DJ,LiS Brew,3.19,↑ +759,4
Quadrupel,ТАРКОС BREWLAB,3.19,↑ +177,8
Mr. Golding,One Ton Brewery (Пивоварня Одна Тонна),3.19,↑ +798,8
Black Cat In the Dark Room,DARKSIDE,3.19,↑ +1440,4
Шотландский Эль,Barnaulsky Pivovarenny Zavod (Барнаульский Пивоваренный Завод),3.19,↓ --290,4
Crazy Patrick Green Ale,Crazy Brew,3.19,↓ --96,4
Weizen,Wolf's Brewery (Волковская Пивоварня),3.19,–,4
Виолетта любит буй,Пивоварня Якорь,3.19,↓ --850,4
Complect / Комплект,Токсовская Сидрерия (On The Bones),3.19,–,12
Artisan Brut Nature ,Bullevie,3.19,↑ +1566,4
Лаура,Alaska Brewery,3.19,–,21
WILD SOUR  Red Ale,Brewmen,3.19,↓ --202,35
Great Bight,Pivot Point,3.19,↑ +576,31
ABC-Weizen,Big Village Brewery,3.19,–,9
Английский Эль Премиум Биттер,Malz & Hopfen,3.19,↓ --356,9
Latte Di Lupo,Wolf's Brewery (Волковская Пивоварня),3.2,↓ --169,19
Varka Крылатское,New Riga's Brewery,3.2,–,5
Бельгийский светлый эль,Wolf's Brewery (Волковская Пивоварня),3.2,↑ +517,25
Violent Innocence,Lux In Tenebris,3.2,↓ --1187,5
Hyperborea,One Ton Brewery (Пивоварня Одна Тонна),3.2,↑ +1544,5
It’s Over 9000! Blackberry • Strawberry • Lime,AF Brew,3.2,–,5
Бельгийский блонд,Пётр Петрович (Petr Petrovich),3.2,–,5
Side Braking Drift,Rewort Brewery,3.2,–,16
Milky Dreams,Mookhomor Production,3.2,↑ +76,16
Dunkel,Salden's Brewery,3.2,–,11
Apres-ski Pils,Gletcher Brewery (Глетчер),3.21,↓ --1107,17
Gellert Premium Dunkel,Gellert & Wild Goat,3.21,–,6
BREEZE: Simcoe&Sabro,CHIBIS Brewery,3.21,↑ +575,18
"Осторожно, сидр! Gose Point: Jalapeño&Lime",Токсовская Сидрерия (On The Bones),3.21,–,6
Sibirsky Pivovar (Сибирский Пивовар),Tomskoe Pivo (Томское Пиво),3.21,–,6
Pure Buzz,Brew Division,3.21,↓ --218,6
Протон,Rocket City Brewery,3.21,↓ --12,19
Белый Робот,Пинта,3.21,↓ --22,7
NAPAS,Hammermill Brewery (Бутлегер),3.21,↓ --66,7
Hamovniki Munhenskoye (Хамовники Мюнхенское),Moscow Brewing Company (Московская Пивоваренная Компания),3.22,↑ +1508,44
Invisible City,Gorkovskaya Brewery (Горьковская пивоварня),3.22,↓ --465,8
Appelish Wild Berries,Cider House (ТД Фонте),3.22,↑ +618,8
Blackberry Sour,Victory Art Brew,3.22,–,17
GRAPEFRUIT ALE,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.22,–,9
Два Путя,Konix Brewery,3.22,–,10
Белый Кремль Белое (Bely Kreml Beloe),Белый Кремль (Bely Kreml),3.23,↓ --386,21
WEIZENFELD PILS,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.23,–,11
White Wolf,Wolf's Brewery (Волковская Пивоварня),3.23,↓ --1083,24
Сheese & Basil,Zavod,3.23,↑ +1117,38
Weiss Berg Пшеничное,Bochkarevsky Pivovarenny Zavod (Бочкаревский Пивоваренный Завод),3.23,↓ --572,13
Sorbet Malina,ТАРКОС (TARKOS),3.23,↑ +1277,13
Ma Chere Framboise,Konix Brewery,3.23,–,16
Черносмородиновый Ламбик,Medovarus,3.23,–,16
Ritual Dance,Rewort Brewery,3.23,–,16
Двойная Доза [Melon + Strawberry],4BREWERS,3.24,–,17
Seth & Rileys Garage Hard Black Cherry Drink,Baltika Breweries (Балтика),3.24,–,19
Шмыг \ Shmyg,Brewlok Brewery,3.24,–,121
Stout: Milk Chocolate With Mint,Wolf's Brewery (Волковская Пивоварня),3.24,–,21
Bamboo Ale,Salden's Brewery,3.24,–,23
Затмение (Zatmenie),Bakunin Brewing Co.,3.24,–,24
Dva Bobra Светлое,ТАРКОС (TARKOS),3.24,↓ --586,25
Smoothie Therapy Peach Orange Pumpkin,Brew Fiction,3.24,↓ --82,34
IPA,ALIBI Brewery,3.25,↓ --788,1
Kellerbier,Gorkovskaya Brewery (Горьковская пивоварня),3.25,–,2
Царские Припасы Традиционный,Фонтан / Кваспром,3.25,↑ +649,8
LoveJoy Grapefruit,Hammermill Brewery (Бутлегер),3.25,↑ +22,1
zIPA,Crazy Brew,3.25,↑ +384,2
Karl 1,Karl & Friedrich (Карл и Фридрих),3.25,↑ +136,1
Iron Felix,Amadeus Brewery,3.25,↓ --1067,1
Tales of Coconut,Panzer Brewery,3.25,↓ --388,2
Harvest Time,Beer Bros Brewery,3.25,↓ --391,6
Varka Тушинское,New Riga's Brewery,3.25,↑ +649,4
St. Anton Apple Semi-Dry Cider (Яблочный Полусухой),Yablochny Spas (Яблочный Спас),3.25,↑ +76,3
Stolichnoe Barhatnoe (Столичное Бархатное),Ochakovo (Очаково),3.25,–,1
ХоПи,Ant Brewery,3.25,↓ --988,5
Iron Horse,Дагомысская крафтовая пивоварня,3.25,↓ --576,1
Рождественский эль,Визит,3.25,↓ --21,1
Sour Ale,Heartly Brewery,3.25,–,1
Барное,ПЗ Канцлеръ,3.25,–,1
Brooklyn IPA,Salden's Brewery,3.25,–,1
Lazy Weekend,Mookhomor Production,3.25,↓ --84,1
Mysterious Island,Velka Morava,3.25,↑ +850,8
Regular: Wiggly,Oh No Cidrerie,3.25,↑ +457,1
Квас Хлебный,Bryanskpivo (Брянскпиво),3.25,↓ --1345,1
Пшеничный колос,Hammermill Brewery (Бутлегер),3.25,–,1
Quake Me Up!,Gubaha Brewery (Губахинская Пивоварня),3.25,↓ --375,1
Flanders Ale,Amadeus Brewery,3.25,–,1
Кружечка Чешского Бок,Moscow Brewing Company (Московская Пивоваренная Компания),3.25,–,3
Старый Лондон,Royal Omar Brewery,3.25,↓ --29,1
Чешское нефильтрованное,Форштадтская Пивоварня,3.25,–,1
Заправское,ПЗ Канцлеръ,3.25,–,1
Betroit,Red Button Brewery,3.25,–,9
Seven Brewers (Семь Пивоваров) Avstriyskoe (Австрийское),Varnitsa (Варница),3.25,↓ --1091,2
Yarpivo Krepkoe (Ярпиво Крепкое),Baltika Breweries (Балтика),3.25,–,1
Нижегородская Стрелка Amber Ale,Gorkovskaya Brewery (Горьковская пивоварня),3.25,–,2
LArdennaise,Brasserie de Metropole,3.25,–,1
Weissbier,Salden's Brewery,3.25,–,1
Beranka,Zavod Trehsosensky (Завод Трехсосенский),3.25,–,1
Венера - 9,Rocket City Brewery,3.25,↓ --243,1
Blonde Gold,Craft Beer Master,3.25,↓ --810,1
Mad Woodpecker,Amadeus Brewery,3.25,↑ +652,1
Esterhazy,BANDARLOG Brewery,3.25,↑ +871,2
Sweet Home,Beer Bros Brewery,3.25,↑ +391,5
Pop Core,Bakunin Brewing Co.,3.25,–,1
Львы Невы,Baltika Breweries (Балтика),3.25,–,1
Abbatskoe Temnoe (Аббатское Темное),Abbatskoe (Аббатское),3.25,↓ --575,1
Святой Домкрат. Vintage 2018,Токсовская Сидрерия (On The Bones),3.25,–,2
Guide To The Amarillo,Rainbow Fish Brewery,3.25,↓ --998,1
Дисания (Dysania),Hophead Brewery,3.25,–,1
102,MANFAS Brewery,3.25,↑ +46,12
Russian Imperial Stout Batch #14 Aged In Bourbon Barrels,Salden's Brewery,3.25,–,9
Zero,ID Brewery,3.25,–,1
Déjeuner Sous Balles BA (ex. Lobotomy ex. bourbon barrel),Токсовская Сидрерия (On The Bones),3.25,–,2
Баварский характер,Hammermill Brewery (Бутлегер),3.25,↓ --248,1
English Barleywine Aged In Jack Daniels Bourbon Barrels,Salden's Brewery,3.25,–,8
Медовуха Спасская Пряная с Розмарином и Имбирем,Stary Zavod (Старый Завод),3.25,–,1
Медовуха М,Ochakovo (Очаково),3.25,↓ --876,1
Stout,Seven Hills Brewing Co.,3.25,↑ +1128,1
Квас «русский»,Lipetskpivo (Липецкпиво),3.25,↓ --1397,1
Weizen,Oka River,3.25,↑ +156,1
Varka Сухаревское,New Riga's Brewery,3.25,–,3
Легкий Стаут,Пивоварня Якорь,3.25,↓ --127,4
Bergauer Grapefruit,Demidov Brewery (Демидовские пивоварни),3.25,↓ --1426,1
Milkshake DIPA With Blackcurrant Juice,Salden's Brewery,3.25,–,37
Brexit,Bullevie,3.25,↑ +659,3
Трифон Hoppy Lager,Vyatich (Вятич),3.25,–,1
Samhain V2,Victory Art Brew,3.25,–,1
Barhatnoe (Бархатное),Vyatich (Вятич),3.25,↑ +1374,2
Double Pumpkin Spice Ale,Beersfan Brewery,3.25,–,1
Сидр Яблоко,Custom Brewery,3.25,–,1
Stik N Muve,Bakunin Brewing Co.,3.25,–,4
Косоухофф Темный Бархат,KOSOUHOFF - by Amarant (Амарант),3.25,–,1
White Noise,Hops Farm Brewery,3.25,↑ +659,1
Digital Nomad,Rewort Brewery,3.25,–,1
Кислый APA с лаймом,Пётр Петрович (Petr Petrovich),3.25,↑ +1285,3
Krym Temnoe (Крым Темное),ПБК Крым (Krym),3.25,↓ --832,1
Milkberry River,Gorkovskaya Brewery (Горьковская пивоварня),3.25,↑ +1125,3
Eisbock Aged In Jack Daniels Barrels,Salden's Brewery,3.25,–,1
Динозаврический магнетизм,4BREWERS,3.25,–,1
Сухой Сидр,Кафедра Сидра,3.25,–,4
Lemondrop Juice V2,Victory Art Brew,3.25,–,3
Grand Cru,Amadeus Brewery,3.25,–,1
Во Мгле Whisky Barrel Aged,Plan B Brewery,3.25,–,1
Белое,Stavropolsky Pivovarenny Zavod (Ставропольский Пивоваренный Завод),3.25,–,1
Дезинтеграция,Big Village Brewery,3.25,–,2
Варяжий Сок,Varyag Brewery (Пивоварня Варяг),3.25,↑ +328,2
Les Nuits,Bakunin Brewing Co.,3.25,–,1
Weiss-bier,True House,3.25,↑ +8,2
Ferme,Clute,3.25,↓ --1419,1
Juicy APA,Great River,3.25,↓ --48,1
IPA,Wolf's Brewery (Волковская Пивоварня),3.25,–,2
Молочный молот,Varyag Brewery (Пивоварня Варяг),3.25,↑ +874,4
Black Currant IPA,Пинта,3.25,↓ --722,5
Крымский IPA,Пивоварня Якорь,3.25,↓ --355,3
Рижское,Afanasy (Афанасий),3.25,–,1
Нижегородская стрелка Bohemian Pils,Gorkovskaya Brewery (Горьковская пивоварня),3.25,–,1
Венское. Легенды пивного дела,Lakinsky Pivzavod (Лакинский Пивзавод),3.25,↓ --942,1
Кокосовый стаут,ПЗ Канцлеръ,3.25,–,1
Tiny Pissed Off  Penguins Chess Club,Green Street Brewery,3.25,↑ +158,1
I Know You Know (Sorachi Ace),Jonathan Brewpub,3.25,↓ --570,2
Изыди,4BREWERS,3.25,–,2
Английский Эль,Malz & Hopfen,3.25,↓ --395,2
Чешский замок Тёмное,Samko Brewery (Пивоваренный Завод Самко),3.25,↓ --946,2
Cidre (Яблочный полусухой),Medovarus,3.25,–,2
APQuake,Gubaha Brewery (Губахинская Пивоварня),3.25,↓ --751,2
Вишневый эль,Частная Пивоварня ПетровичЪ,3.25,↓ --849,1
Тёмный лагер,Пётр Петрович (Petr Petrovich),3.25,↑ +161,2
Zero In,Bakunin Brewing Co.,3.25,–,1
Бархатное Темное,ПЗ Канцлеръ,3.25,–,1
Чешский замок Белое,Samko Brewery (Пивоваренный Завод Самко),3.25,↓ --1287,1
Zhigulevskoe (Жигулевское),Zavod Pivovarenny Morshansky (Завод Пивоваренный Моршанский),3.25,↓ --1120,3
Weizenbock,ТАРКОС BREWLAB,3.25,↓ --395,3
Hard Seltzer Pina Colada,Salden's Brewery,3.25,–,2
Pale Ale Simcoe,The Ded & Paddle (Дед с веслом),3.25,–,1
Salsa,4BREWERS,3.25,–,1
Бархатное (Barkhatnoe),Tomskoe Pivo (Томское Пиво),3.25,–,8
Пшеничное Leto,ПЗ Канцлеръ,3.25,↓ --572,2
Bierstein (Бирштайн),Белый Кремль (Bely Kreml),3.25,↓ --1032,2
Традиционное,Samko Brewery (Пивоваренный Завод Самко),3.25,–,1
Furry Fruit,Pivzavod77 Brewery & Pub,3.25,↑ +159,2
Карачун,Varyag Brewery (Пивоварня Варяг),3.25,–,1
Косоухофф Вайсбир,KOSOUHOFF - by Amarant (Амарант),3.25,–,1
Hooligans Vacation APA,Green Street Brewery,3.25,↑ +671,7
Гусли,LaBEERint Brewery,3.25,–,2
NP (НП),Moscow Brewing Company (Московская Пивоваренная Компания),3.25,–,1
Томатное,Shagov'S Brewing Co.,3.25,–,1
Вкус и цвет (Вишня),Afanasy (Афанасий),3.25,–,2
Santiago (Сантьяго),LaBEERint Brewery,3.25,–,1
Елаха Хмельная,Бородино / ПК Возрождение,3.25,↓ --1132,1
ONE WAY TICKET,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.25,–,3
Null A Red Ale,LaBEERint Brewery,3.25,–,6
Kriek Framboise,Cider House (ТД Фонте),3.25,↑ +721,3
Raskolnikov Imperial Stout Joker Edition,Craft Brew Riots,3.25,–,1
BroTalk,Mookhomor Production,3.25,↑ +815,2
Psychedelic Cocktail (Melon/Strawberry),Plan B Brewery,3.25,–,1
1st Check-In: Sabro,CHIBIS Brewery,3.25,↑ +284,5
Cleromancy: Hex,Lux In Tenebris,3.25,↑ +683,8
Медный всадник,Пинта,3.25,↓ --1036,2
Хлебный Край Традиционный,Baltika Breweries (Балтика),3.25,–,1
Hunter Lager Beer,Северная Пивоварня,3.25,–,1
Baltika #6 Porter / Балтика #6 Портер,Baltika Breweries (Балтика),3.26,–,145
Бланш де Мазай (Blanche De Mazay),Wolf's Brewery (Волковская Пивоварня),3.26,↓ --161,122
ABV Not IBU: Citra,AF Brew,3.26,–,18
Дерзкий Абрикос,Atmosphere Brewery,3.27,↓ --1564,15
Мистер Лис,Heineken Brewery (Объединенные Пивоварни Хейнекен),3.27,↓ --508,14
P.U.R.E. | Mango&Raspberry,XP Brew,3.27,–,26
ABV Not IBU: Amarillo,AF Brew,3.27,–,13
Old Bobby Ale,Baltika Breweries (Балтика),3.27,–,11
Bold In Gold,AF Brew,3.27,–,22
Ожидание,Big Village Brewery,3.27,–,11
Черная Пшеничка,XP Brew,3.28,–,50
Knightberg American Pale Ale Citra,Knightberg,3.28,↑ +278,10
Weißglück,Brew Division,3.28,↓ --76,10
Cascade Pale Ale,Crazy Brew,3.28,↓ --29,10
Holiness,Jaws Brewery,3.28,–,39
American Pale Ale,Gorkovskaya Brewery (Горьковская пивоварня),3.28,↓ --86,117
Горький в шоке,Gorkovskaya Brewery (Горьковская пивоварня),3.28,↑ +56,26
Three Identical Strangers: ADHA 483,AF Brew,3.28,–,17
Червонный Валет,ТАРКОС (TARKOS),3.28,↑ +706,17
Frivolous c-c-combo,Red Button Brewery,3.28,↑ +174,85
Posh Premium Strawberry,Cider House (ТД Фонте),3.28,↓ --1164,8
Brother Fox,ТАРКОС (TARKOS),3.28,↓ --783,39
Marochnoe Temnoe (Марочное Темное),Afanasy (Афанасий),3.28,↓ --1155,15
Runaway,MANFAS Brewery,3.29,↓ --575,7
BLOND de LUTIN,Vasileostrovskaya Brewery (Василеостровская Пивоварня),3.29,–,14
Česká Koruna,ТАРКОС (TARKOS),3.29,↓ --259,7
Trekhgornoe Manufakturny Ale (Трехгорное Мануфактурный Эль),Moscow Brewing Company (Московская Пивоваренная Компания),3.29,–,7
IPA,MainStream Brewery,3.29,↓ --867,7
Monsieur LAbricot,Konix Brewery,3.29,–,13
The Mix of Taste / Pear,Konix Brewery,3.29,–,13
Гнев Эгира,Медоварня Традиции Предков,3.29,–,24
Tap 28 (Rule 5 Year Special),Zagovor Brewery,3.29,–,12
Идентификация,Big Village Brewery,3.29,–,6
Premium Pilsner (Премиум Светлое),Schwarz Kaiser Brewery,3.29,–,6
Lager,MainStream Brewery,3.29,↓ --507,6
Bar Brullen Brut IPA,"Grenader Brewery (ООО ""Малоярославецкая пивоваренная компания"")",3.29,–,6
Всё по Плану,Pivot Point,3.3,↓ --731,11
Uezdnoe (Уездное),Pivovarenny Zavod Lyskovsky (Пивоваренный Завод Лысковский),3.3,↓ --1230,11
